iso_ref,gene_ref,isoform_id,gene_id,condition_1,condition_2,gene_name,gene_biotype,iso_biotype,gene_overall_mean,gene_value_1,gene_value_2,gene_stderr_1,gene_stderr_2,gene_log2_fold_change,gene_q_value,iso_overall_mean,iso_value_1,iso_value_2,iso_stderr_1,iso_stderr_2,iso_log2_fold_change,iso_q_value,IF_overall,IF1,IF2,dIF,isoform_switch_q_value,gene_switch_q_value,PTC,IR,switchConsequencesGene
isoComp_00002077,geneComp_00001059,ENSMUST00000098966,A430078G23Rik,KO12,KO10,A430078G23Rik,protein_coding,protein_coding,13.306888618714265,7.179189418970756,19.434587818457775,0.677588714126596,1.0438939817016608,1.435467632108726,NA,1.3548263871313866,0.5166918203984998,2.192960953864273,0.18322439088953568,0.31818101857399206,2.0644129648659275,NA,0.0921,0.0702,0.114,0.043800000000000006,0.46173894122489467,0.46173894122489467,FALSE,NA,NA
isoComp_00002078,geneComp_00001059,ENSMUST00000207059,A430078G23Rik,KO12,KO10,A430078G23Rik,protein_coding,retained_intron,13.306888618714265,7.179189418970756,19.434587818457775,0.677588714126596,1.0438939817016608,1.435467632108726,NA,0.24386248588475448,0.10727661873831681,0.3804483530311922,0.018336471974263857,0.03126867707324734,1.735216312863854,NA,0.017525,0.015300000000000001,0.01975,0.004449999999999999,0.8079097816922021,0.46173894122489467,NA,NA,NA
isoComp_00002079,geneComp_00001059,ENSMUST00000208363,A430078G23Rik,KO12,KO10,A430078G23Rik,protein_coding,nonsense_mediated_decay,13.306888618714265,7.179189418970756,19.434587818457775,0.677588714126596,1.0438939817016608,1.435467632108726,NA,3.763436190924913,1.9637947530696658,5.56307762878016,0.22855880685680752,0.16004758204782865,1.4975022716392792,NA,0.27980000000000005,0.27295,0.28665,0.01369999999999999,0.8579486451348669,0.46173894122489467,TRUE,NA,NA
isoComp_00002080,geneComp_00001059,ENSMUST00000208845,A430078G23Rik,KO12,KO10,A430078G23Rik,protein_coding,lncRNA,13.306888618714265,7.179189418970756,19.434587818457775,0.677588714126596,1.0438939817016608,1.435467632108726,NA,7.9447635547732105,4.591426226764273,11.298100882782148,0.2841419883545169,1.2332960953010712,1.2972036554959827,NA,0.610575,0.6415500000000001,0.5796,-0.06195000000000006,0.46173894122489467,0.46173894122489467,NA,NA,NA
isoComp_00002350,geneComp_00001179,ENSMUST00000039013,Abca3,KO12,KO10,Abca3,protein_coding,protein_coding,25.449158763761247,39.47733351084352,11.420984016678975,0.10489840389878324,0.40950453254225655,-1.788440348367392,NA,17.941242318550145,28.740471047862947,7.14201358923734,1.3931331378864815,1.3767946535513487,-2.0071642105334297,NA,0.674975,0.7281,0.62185,-0.10624999999999996,0.5263829381255443,0.5263829381255443,FALSE,NA,NA
isoComp_00002351,geneComp_00001179,ENSMUST00000079594,Abca3,KO12,KO10,Abca3,protein_coding,protein_coding,25.449158763761247,39.47733351084352,11.420984016678975,0.10489840389878324,0.40950453254225655,-1.788440348367392,NA,6.317566956291008,8.905447301451257,3.7296866111307594,1.681231006317747,1.1577054277041912,-1.2533898057284514,NA,0.27805,0.2255,0.3306,0.1051,0.6090423617436914,0.5263829381255443,FALSE,NA,NA
isoComp_00002353,geneComp_00001179,ENSMUST00000133816,Abca3,KO12,KO10,Abca3,protein_coding,retained_intron,25.449158763761247,39.47733351084352,11.420984016678975,0.10489840389878324,0.40950453254225655,-1.788440348367392,NA,0.2599538973533829,0.39713328871972686,0.12277450598703898,0.0644414935302848,0.051830900420243506,-1.616523024751995,NA,0.010325,0.01005,0.0106,5.500000000000001e-4,0.9985177274114221,0.5263829381255443,NA,NA,NA
isoComp_00002354,geneComp_00001179,ENSMUST00000136295,Abca3,KO12,KO10,Abca3,protein_coding,retained_intron,25.449158763761247,39.47733351084352,11.420984016678975,0.10489840389878324,0.40950453254225655,-1.788440348367392,NA,0.5417823186429426,0.7841906336673388,0.29937400361854655,0.16549268660386313,0.07362005329072947,-1.3601333727665916,NA,0.022925,0.01985,0.026000000000000002,0.006150000000000003,0.7818227249071793,0.5263829381255443,NA,NA,NA
isoComp_00002356,geneComp_00001179,ENSMUST00000149233,Abca3,KO12,KO10,Abca3,protein_coding,retained_intron,25.449158763761247,39.47733351084352,11.420984016678975,0.10489840389878324,0.40950453254225655,-1.788440348367392,NA,0.30928918674036787,0.5019088862263158,0.1166694872544199,0.17775869391571775,0.05449853353325344,-2.0148180071705557,NA,0.0114,0.012750000000000001,0.01005,-0.002700000000000001,0.8974383371948332,0.5263829381255443,NA,NA,NA
isoComp_00002386,geneComp_00001190,ENSMUST00000003717,Abcb4,KO12,KO10,Abcb4,protein_coding,protein_coding,50.333109601550916,86.37648935114326,14.289729851958565,2.009976089868559,0.2599067358880278,-2.5948178037207614,NA,46.4144543615668,79.66159571595747,13.167313007176126,1.800927747875754,0.2429396741613381,-2.5960092508375516,NA,0.921875,0.9223,0.92145,-8.500000000000174e-4,0.7742957064847666,0.27169041495373303,FALSE,NA,NA
isoComp_00002388,geneComp_00001190,ENSMUST00000197150,Abcb4,KO12,KO10,Abcb4,protein_coding,retained_intron,50.333109601550916,86.37648935114326,14.289729851958565,2.009976089868559,0.2599067358880278,-2.5948178037207614,NA,1.3277934246012932,2.4253672705487146,0.23021957865387208,0.1036630453759062,0.08872622254702237,-3.3417137121472567,NA,0.022025,0.02805,0.016,-0.012049999999999998,0.32039736243338807,0.27169041495373303,NA,NA,NA
isoComp_00002389,geneComp_00001190,ENSMUST00000197458,Abcb4,KO12,KO10,Abcb4,protein_coding,retained_intron,50.333109601550916,86.37648935114326,14.289729851958565,2.009976089868559,0.2599067358880278,-2.5948178037207614,NA,2.143535361669428,3.4482268291875195,0.8388438941513365,0.4624366091394154,0.057441674952974975,-2.0264613343659077,NA,0.0493,0.0398,0.0588,0.018999999999999996,0.27169041495373303,0.27169041495373303,NA,NA,NA
